epoch,client_0_accuracy,client_0_loss,client_1_accuracy,client_1_loss,client_2_accuracy,client_2_loss,client_3_accuracy,client_3_loss,client_4_accuracy,client_4_loss,client_5_accuracy,client_5_loss,client_6_accuracy,client_6_loss,client_7_accuracy,client_7_loss,avg_accuracy,avg_loss
94,0.7438,1.4399479639053345,0.7468,1.5572018445968627,0.7296,1.670400269317627,0.7142,1.9183597382545472,0.7383,1.6967673761367799,0.7514,1.512448371887207,0.7135,1.809122983646393,0.7482,1.5552561930835247,0.735725,1.6449380926035344
95,0.7615,1.5139940292358398,0.7473,1.6085172939300536,0.7267,1.632717889213562,0.761,1.4059334774971008,0.751,1.5191804187774658,0.7528,1.4860790102958679,0.7449,1.5504823634147644,0.7448,1.6436006713867188,0.74875,1.5450631442189218
96,0.7374,1.6482666831970214,0.7308,1.6443524822235107,0.7439,1.5659845960617065,0.7699,1.3675435581207276,0.7732,1.4398220476150512,0.7477,1.4816008197784425,0.7354,1.6288410871505736,0.7429,1.5859455829620361,0.74765,1.5452946071386338
97,0.7683,1.3597548149108887,0.7515,1.4534017288208008,0.7439,1.545324474143982,0.7636,1.4397050216674805,0.7571,1.5500928565979004,0.7315,1.6994788845062256,0.7648,1.39543072309494,0.6433,2.610672456741333,0.7404999999999999,1.6317326200604438
98,0.7717,1.284606436920166,0.7086,1.9933716541290283,0.7424,1.6723802925109863,0.7629,1.4505550140380858,0.7609,1.4632989408493042,0.7454,1.5191530324935913,0.7338,1.6529791625976562,0.7595,1.3279140816688537,0.7481500000000001,1.5455323269009589
99,0.7655,1.4370915108680724,0.7547,1.5979379674911498,0.7173,1.7852823848724366,0.7586,1.536799653530121,0.7376,1.6711118614196778,0.734,1.7689554718017577,0.731,1.9102112480163573,0.7586,1.385751888847351,0.7446625,1.6366427483558654
100,0.749,1.4849896072387696,0.7248,1.846048024749756,0.7444,1.5961438877105714,0.7682,1.369832606124878,0.7652,1.4462204452514649,0.7695,1.3593651695251465,0.7694,1.3626430298805237,0.7385,1.5628087789535523,0.753625,1.5035064436793328
101,0.7531,1.564069215965271,0.7282,1.7525647651672362,0.7371,1.6098125579833984,0.7651,1.3625088233947753,0.7461,1.6597292934417724,0.7546,1.410097499847412,0.7444,1.6741147968292236,0.6787,2.297320901489258,0.7384125,1.6662772317647934
102,0.7582,1.5869222051620484,0.7152,1.8994633819580078,0.7606,1.3787772926330566,0.7424,1.6315620225429535,0.759,1.5422450397491456,0.7511,1.5678976016998292,0.7303,1.8240353633880615,0.7248,1.7957593988418579,0.7426999999999999,1.65333278824687
103,0.7664,1.33904238986969,0.7672,1.4208772396087646,0.7547,1.4579732292175294,0.7717,1.5082918422698974,0.7697,1.4488647895812987,0.7612,1.444259033203125,0.766,1.3629748491287232,0.7602,1.396873284816742,0.7646375000000001,1.4223945822119712
104,0.7717,1.4193486130714417,0.7485,1.5933661571502686,0.7492,1.4611079105377198,0.7747,1.386443817138672,0.727,1.9193853832244874,0.7498,1.577494746208191,0.7616,1.5184666572570802,0.7608,1.4842369729042053,0.7554125,1.5449812821865083
